,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn
1201,20898,15734312,Hsueh,739.0,Spain,Male,38.0,0,0.0,1,1,1,149457.81,0
1202,28021,15656417,Chukwueloka,753.0,Germany,Male,46.0,8,122482.61,1,1,0,166526.71,1
1203,37274,15735782,Eremenko,516.0,France,Female,39.0,7,0.0,1,1,1,83773.02,1
1204,42089,15612776,McKay,850.0,France,Female,39.0,9,0.0,2,1,0,143030.09,0
1205,44259,15731815,Liao,676.0,France,Male,55.0,4,0.0,2,1,1,134882.01,0
1206,69301,15746848,Gboliwe,753.0,Germany,Female,43.0,10,93923.63,2,1,0,157053.94,0
1207,94413,15773277,Barnes,676.0,Spain,Male,35.0,5,106836.67,2,1,0,84199.78,0
1208,42984,15571571,Chieloka,587.0,Germany,Male,32.0,2,130173.02,2,1,1,119747.01,0
1209,124298,15691821,Fanucci,806.0,Germany,Male,54.0,5,105868.28,3,1,1,150784.42,1
1210,67561,15752097,Hsiung,659.0,France,Male,33.0,7,0.0,2,0,0,164720.8,0
1211,34678,15626485,Kibby,554.0,Germany,Female,54.0,8,133723.43,2,1,0,95937.99,1
1212,44270,15774931,Iadanza,584.0,Spain,Female,30.0,7,0.0,2,0,1,85746.52,0
1213,17236,15602735,Kuo,740.0,Spain,Male,38.0,8,0.0,2,1,0,98090.69,0
1214,21561,15634141,Okwudiliolisa,527.0,Germany,Male,44.0,6,113657.92,1,1,0,10917.59,1
1215,139502,15588904,Ulyanov,628.0,Spain,Female,33.0,6,0.0,2,1,0,145524.36,0
1216,59532,15699389,Ch'ien,753.0,France,Male,33.0,7,118274.71,1,1,1,25885.72,0
1217,15502,15596074,Bergamaschi,684.0,Germany,Female,54.0,10,142643.54,1,1,0,120892.96,1
1218,61584,15781589,Hsieh,753.0,Spain,Male,35.0,8,0.0,2,1,1,93336.93,0
1219,37642,15589428,Yobanna,548.0,Spain,Male,50.0,4,0.0,1,1,0,143537.21,1
1220,64295,15598846,Nkemjika,743.0,Germany,Male,64.0,9,125847.25,2,1,1,52828.9,0
1221,131921,15667891,Hsiao,710.0,Spain,Male,45.0,9,0.0,2,1,1,141501.42,0
1222,129719,15638607,L?,706.0,Spain,Female,33.0,5,92930.92,1,0,0,126192.54,1
1223,91174,15787907,Hao,640.0,France,Male,31.0,4,0.0,2,1,0,66463.62,0
1224,131198,15605263,Zikoranachidimma,627.0,France,Female,42.0,7,0.0,2,1,0,1375.46,1
1225,46112,15578515,Onyemauchechukwu,559.0,France,Male,34.0,5,0.0,2,1,1,123096.96,0
1226,39492,15611371,Siciliani,665.0,France,Female,41.0,3,0.0,1,0,1,52856.88,0
1227,127084,15671172,Tung,683.0,France,Female,29.0,9,0.0,2,1,1,163617.07,0
1228,14025,15802486,Folliero,667.0,France,Female,36.0,0,0.0,1,1,0,120870.77,0
1229,20606,15779659,Zetticci,625.0,France,Male,26.0,7,0.0,1,0,0,183646.41,0
1230,163471,15632069,Onwuamaeze,619.0,France,Male,35.0,7,131765.72,1,1,0,169964.12,0
1231,120985,15732265,Scott,704.0,France,Male,40.0,1,0.0,1,1,0,131402.78,0
1232,111971,15734999,Maccallum,846.0,Spain,Male,32.0,1,78939.15,1,0,0,180622.02,0
1233,131716,15577598,Uspenskaya,587.0,France,Female,51.0,1,139532.55,1,1,1,54869.54,1
1234,115570,15572289,Kao,679.0,Germany,Female,32.0,1,131039.2,1,0,1,28667.56,1
1235,4723,15691910,Olisanugo,649.0,Spain,Female,38.0,9,0.0,2,1,0,152992.04,0
1236,3306,15660636,Carpenter,540.0,France,Male,38.0,0,0.0,2,1,0,3560.0,0
1237,38602,15651554,Toscani,637.0,Spain,Male,37.0,3,0.0,2,1,0,72993.65,0
1238,8597,15768530,Emery,528.0,France,Male,27.0,5,0.0,2,1,0,135083.73,0
1239,18602,15783501,Maclean,594.0,France,Male,31.0,1,0.0,2,0,1,6074.62,0
1240,150438,15620577,Sinnett,850.0,France,Male,48.0,2,131354.39,1,1,1,71519.4,0
1241,75164,15593956,Hsueh,667.0,France,Female,31.0,2,0.0,1,0,0,173815.23,0
1242,56389,15605264,Tien,616.0,Spain,Male,33.0,8,148595.64,1,1,0,72746.67,0
1243,25202,15687828,Milano,559.0,Germany,Male,31.0,6,119961.48,2,0,1,93769.89,0
1244,94905,15686936,Palerma,516.0,Spain,Female,30.0,5,0.0,2,1,1,90877.95,0
1245,7719,15579914,T'ao,591.0,France,Female,38.0,6,115409.54,1,1,1,122515.83,0
1246,60503,15692750,McGregor,661.0,France,Male,45.0,8,0.0,1,1,0,173365.9,1
1247,112042,15653251,Maclean,651.0,France,Male,30.0,2,87873.39,1,1,0,188484.52,0
1248,35904,15668894,Y?an,437.0,France,Female,35.0,1,0.0,2,1,0,102566.46,0
1249,59506,15726250,Onyeoruru,656.0,France,Male,31.0,8,0.0,2,0,0,131804.64,0
1250,111602,15641480,Brown,829.0,France,Male,40.0,2,0.0,2,0,0,122449.18,0
1251,26607,15646942,Meng,656.0,Spain,Female,39.0,5,0.0,2,0,0,100929.59,0
1252,161423,15688172,Tai,677.0,Germany,Male,31.0,5,108913.84,2,1,1,88947.56,1
1253,59476,15793893,Y?,683.0,Germany,Male,38.0,5,127786.18,1,1,1,138021.47,0
1254,87040,15659428,Maggard,520.0,Spain,Female,42.0,2,0.0,2,1,1,34410.55,0
1255,141003,15585588,Ch'en,645.0,Germany,Female,37.0,1,107193.82,1,1,1,83090.05,0
1256,124128,15665088,Chikelu,759.0,France,Female,31.0,2,0.0,2,0,1,1002.39,0
1257,152194,15663410,Onyekachi,578.0,France,Male,45.0,0,0.0,3,1,0,137028.51,1
1258,128350,15701281,Tan,511.0,France,Male,25.0,9,0.0,2,1,1,49089.36,0
1259,77922,15592300,Nkemakonam,583.0,France,Male,43.0,4,0.0,2,1,0,86981.45,0
1260,96542,15754713,Onyemauchechukwu,593.0,France,Female,34.0,7,0.0,2,1,1,102908.96,0
1261,95912,15806569,Ts'ui,648.0,Spain,Male,36.0,3,0.0,2,0,1,107981.35,0
1262,92544,15783029,Hsing,529.0,France,Female,39.0,5,0.0,2,1,1,47729.33,0
1263,127817,15590730,Sun,592.0,Spain,Female,32.0,5,0.0,2,0,1,114083.73,0
1264,59547,15573798,Chukwufumnanya,697.0,France,Male,38.0,4,79871.04,1,1,1,128528.11,0
1265,113172,15585066,Trevisani,711.0,France,Female,25.0,3,127103.97,1,1,0,99444.02,0
1266,41196,15809279,Chukwuemeka,671.0,Spain,Female,29.0,7,0.0,2,0,0,12048.67,0
1267,120575,15706850,Pirozzi,616.0,France,Male,29.0,5,141787.63,1,1,1,158743.44,0
1268,53633,15699325,Fan,648.0,France,Female,24.0,8,123599.21,2,1,0,120511.02,0
1269,5898,15666975,Sparks,710.0,France,Female,36.0,4,116085.06,1,0,0,58601.61,1
1270,125436,15675896,Hs?,757.0,Spain,Male,28.0,8,0.0,2,1,0,46630.47,0
1271,34786,15679770,Pirozzi,659.0,Spain,Female,29.0,9,141099.43,1,0,0,177065.24,0
1272,79509,15595036,Ch'en,646.0,Spain,Male,40.0,9,141581.76,2,1,0,162765.09,0
1273,98413,15682778,O'Donnell,622.0,France,Male,35.0,9,152324.66,1,0,0,88958.49,0
1274,164187,15600739,Johnson,561.0,France,Male,29.0,6,0.0,2,1,1,173870.39,0
1275,158382,15795519,Onyemauchechukwu,633.0,Germany,Male,34.0,1,133871.05,2,1,1,176678.72,0
1276,46020,15641604,Onyekaozulu,686.0,France,Male,45.0,4,0.0,2,1,0,150685.52,0
1277,55619,15785519,Yermolayev,580.0,France,Female,29.0,7,118311.52,1,1,0,57784.43,0
1278,136244,15797822,Kingsley,685.0,France,Male,28.0,2,109137.12,2,1,1,58814.41,0
1279,157159,15682268,Onwuamaeze,686.0,France,Male,24.0,6,101713.84,1,1,0,91094.46,0
1280,64684,15744200,Lueck,663.0,France,Female,37.0,7,0.0,2,1,1,151460.86,0
1281,65349,15665521,Nnamutaezinwa,632.0,Germany,Female,20.0,2,125552.96,2,0,1,129975.94,0
1282,13149,15592999,Baresi,725.0,France,Male,47.0,9,0.0,2,1,0,91097.27,1
1283,37928,15731478,Frolova,786.0,France,Female,51.0,7,0.0,2,1,1,131473.21,0
1284,109513,15770104,Mazzi,687.0,France,Male,36.0,7,0.0,2,0,1,183870.46,0
1285,127386,15793881,Maclean,696.0,France,Male,44.0,8,0.0,2,1,0,1710.89,0
1286,41401,15665834,Li,684.0,France,Male,34.0,5,0.0,2,1,1,131736.23,0
1287,118523,15739123,Smith,718.0,France,Male,33.0,1,0.0,3,1,0,140879.72,0
1288,105183,15674991,K?,694.0,France,Male,42.0,8,105799.32,2,1,1,196864.61,0
1289,129546,15753541,Logue,621.0,France,Male,26.0,4,156968.22,1,0,0,97627.84,0
1290,144270,15689294,Onyemauchechi,756.0,France,Male,44.0,3,94164.0,1,1,0,50771.16,0
1291,107503,15695097,Belonwu,728.0,France,Female,41.0,7,143350.41,1,1,1,137180.95,0
1292,58055,15777904,Milani,719.0,France,Female,59.0,3,0.0,2,1,1,138021.41,0
1293,34012,15754042,Onyekaozulu,668.0,Germany,Male,34.0,6,91025.78,1,1,1,162515.61,0
1294,94638,15792986,Lei,637.0,France,Male,38.0,7,104339.56,1,1,0,138526.96,1
1295,136838,15615931,Aitken,746.0,France,Female,50.0,4,0.0,3,0,0,171039.56,1
1296,115070,15571843,Cremonesi,593.0,Spain,Male,41.0,0,0.0,2,0,1,168580.53,0
1297,2478,15749807,Griffin,642.0,France,Male,35.0,5,125385.01,1,1,0,110265.24,0
1298,81317,15691950,Whitehead,602.0,France,Female,46.0,4,93920.47,1,1,1,147055.87,1
1299,161143,15739046,Yobachi,537.0,Germany,Female,54.0,4,106970.39,1,1,1,117949.19,1
1300,12547,15746674,Miller,558.0,France,Male,47.0,7,0.0,1,1,0,33373.26,1
1301,71687,15720941,Tien,707.0,France,Male,34.0,8,147833.3,1,1,1,1561.58,0
1302,50050,15681554,Degtyarev,850.0,Germany,Male,29.0,4,113193.51,1,1,0,120321.09,0
1303,38007,15576044,Hsia,543.0,France,Male,37.0,5,0.0,2,1,1,706.5,0
1304,39543,15762172,Kerr,850.0,France,Male,28.0,4,0.0,2,1,0,175893.53,1
1305,16946,15674860,Tuan,539.0,France,Female,39.0,9,0.0,3,1,0,132460.21,1
1306,15417,15706563,Ogochukwu,641.0,France,Female,36.0,4,0.0,2,0,0,84760.16,0
1307,46391,15691871,Olisaemeka,632.0,Spain,Male,28.0,8,0.0,2,0,0,152790.92,0
1308,98561,15669293,Hovell,517.0,France,Female,57.0,5,113308.84,1,1,1,31517.16,0
1309,156355,15603743,Ts'ui,666.0,Spain,Female,36.0,5,143966.4,1,1,0,143963.28,0
1310,74358,15677395,Nwankwo,586.0,France,Male,30.0,5,0.0,2,0,0,36176.63,0
1311,111641,15800793,Pagnotto,748.0,France,Male,35.0,9,0.0,2,1,0,58639.57,0
1312,118860,15741416,Yegorova,707.0,France,Male,37.0,2,16893.59,2,1,1,77502.56,0
1313,6950,15806923,Martin,773.0,Spain,Male,27.0,8,0.0,1,0,0,114722.15,0
1314,138168,15621644,Lombardi,774.0,Germany,Male,32.0,2,126732.85,1,1,1,79577.4,0
1315,62007,15650034,T'ien,540.0,France,Female,38.0,3,0.0,2,1,1,120878.92,0
1316,14447,15618581,Chidozie,610.0,France,Male,38.0,9,0.0,2,1,0,28415.36,0
1317,112139,15667424,Hsiung,493.0,Germany,Female,40.0,4,120107.56,2,1,1,109041.53,0
1318,10834,15613786,Lucchesi,668.0,France,Male,43.0,9,0.0,1,0,1,96423.39,0
1319,38737,15684801,Abbott,711.0,France,Male,41.0,2,92887.06,1,1,1,39473.63,0
1320,118114,15642530,Ch'iu,739.0,Germany,Male,37.0,2,121355.99,1,0,1,54448.41,0
1321,59604,15657829,Fanucci,688.0,France,Male,48.0,6,0.0,1,1,0,85081.09,1
1322,116666,15699335,Kuo,513.0,France,Female,33.0,3,84438.57,2,1,1,181449.51,0
1323,32697,15753955,Kuo,687.0,Germany,Female,40.0,6,128486.11,1,1,0,170195.4,1
1324,17112,15676526,Babbage,712.0,France,Male,29.0,7,0.0,2,1,0,179834.45,0
1325,156394,15597951,T'an,618.0,France,Male,36.0,8,151963.26,1,1,1,181757.19,0
1326,100652,15651140,Doherty,710.0,France,Female,43.0,3,0.0,1,1,0,94790.34,1
1327,67713,15686463,Chukwujamuike,683.0,France,Male,33.0,6,0.0,2,1,0,194808.51,0
1328,163849,15757579,Chidiegwu,637.0,Germany,Female,49.0,1,133590.49,1,1,0,9904.63,1
1329,55882,15664615,Nnachetam,613.0,Spain,Female,40.0,8,193858.2,1,1,0,21600.11,0
1330,73678,15672945,Palerma,469.0,Spain,Female,40.0,1,0.0,1,1,0,49815.62,1
1331,134172,15691627,Ozerova,716.0,Spain,Male,45.0,7,0.0,1,1,1,160976.93,1
1332,14636,15751175,H?,611.0,France,Male,41.0,2,0.0,2,1,0,69531.22,0
1333,54353,15656901,Nnonso,730.0,France,Male,40.0,8,0.0,1,1,0,165576.55,1
1334,45074,15653578,Lucchesi,714.0,France,Male,36.0,10,0.0,2,1,1,121536.1,0
1335,93043,15638269,Smith,595.0,France,Female,38.0,2,0.0,2,1,0,89908.75,0
1336,67796,15783338,Williams,449.0,France,Male,31.0,0,155619.36,1,1,1,166692.03,0
1337,36061,15659475,White,554.0,France,Male,34.0,1,0.0,2,1,1,164778.98,0
1338,59007,15589975,Maclean,539.0,France,Male,33.0,4,139840.36,1,0,1,121528.84,0
1339,5144,15592751,Nnamdi,687.0,France,Female,36.0,6,0.0,2,1,1,98820.09,0
1340,96581,15602841,Maclean,729.0,France,Female,39.0,4,102930.92,1,0,1,175894.24,0
1341,35980,15636407,Smith,616.0,France,Female,39.0,2,0.0,2,0,1,140941.47,0
1342,80332,15616172,Ubanwa,838.0,France,Male,31.0,2,0.0,2,1,1,8222.96,0
1343,71446,15633228,Fanucci,554.0,Spain,Male,42.0,2,0.0,2,0,1,172618.52,0
1344,17382,15581237,Miller,698.0,Germany,Female,53.0,1,118735.61,1,0,1,91411.62,1
1345,126836,15684871,Fanucci,684.0,Spain,Male,33.0,7,0.0,2,1,1,142924.19,0
1346,84912,15616380,Zetticci,599.0,France,Female,33.0,5,0.0,2,1,1,97767.63,0
1347,10575,15775294,Pirozzi,649.0,Spain,Female,40.0,1,0.0,2,0,0,176783.37,0
1348,129537,15692406,Tuan,754.0,Germany,Male,33.0,6,119782.07,1,1,0,122910.48,0
1349,128270,15645078,Y?an,641.0,Spain,Male,28.0,4,0.0,1,1,1,131768.33,0
1350,92378,15671519,H?,559.0,Spain,Male,42.0,9,0.0,2,0,1,126792.97,0
1351,53404,15632143,Nwokike,711.0,Spain,Male,64.0,6,0.0,2,1,1,177626.15,0
1352,98784,15773520,Hsia,542.0,Spain,Female,40.0,7,0.0,1,1,1,141872.05,1
1353,84529,15751392,Morrison,696.0,Germany,Female,33.0,4,121907.97,1,1,1,53512.16,1
1354,94458,15583371,Mazzanti,678.0,Germany,Male,47.0,3,108664.85,1,1,1,23904.52,1
1355,35750,15607526,Lu,599.0,Germany,Male,50.0,1,102645.48,1,1,1,168359.98,0
1356,137816,15798053,Nnachetam,707.0,Spain,Male,26.0,9,0.0,2,1,1,126475.79,0
1357,155435,15778515,T'ao,590.0,France,Male,39.0,8,0.0,1,1,1,56794.96,0
1358,64439,15752488,Genovese,683.0,France,Male,62.0,1,0.0,1,1,0,150319.49,1
1359,80192,15671174,Brazenor,687.0,Spain,Male,30.0,9,124401.6,1,1,0,166957.82,0
1360,137688,15650391,Mott,641.0,France,Male,41.0,5,143330.56,2,1,0,174381.23,0
1361,38030,15775104,Obidimkpa,556.0,Germany,Female,49.0,6,150358.97,1,1,0,29641.58,1
1362,6289,15689412,Nnamdi,679.0,France,Male,39.0,2,0.0,1,1,1,141180.25,0
1363,15974,15773322,Hao,662.0,France,Male,31.0,2,0.0,2,1,0,153392.28,0
1364,115965,15705515,Lazarev,587.0,Germany,Male,40.0,5,138241.9,1,1,0,159418.1,0
1365,162046,15678876,Fomin,699.0,France,Male,55.0,1,0.0,3,1,1,171575.76,1
1366,7594,15656840,Hsia,717.0,France,Female,31.0,6,0.0,1,1,0,140134.43,0
1367,148454,15803908,Fu,628.0,France,Male,45.0,9,0.0,2,1,0,96862.56,0
1368,80719,15679622,Iweobiegbunam,579.0,France,Female,45.0,5,0.0,2,1,1,130189.72,0
1369,146021,15677310,Hsu,718.0,Spain,Female,24.0,3,0.0,1,0,1,57908.46,1
1370,144798,15803457,Smith,667.0,France,Female,32.0,4,0.0,2,1,1,126477.25,0
1371,61261,15798615,Wan,850.0,France,Female,47.0,9,137301.87,1,0,0,44351.77,0
1372,160440,15641715,Ts'ui,703.0,France,Female,47.0,6,0.0,2,1,1,174196.68,0
1373,26083,15797905,Calabresi,535.0,France,Female,66.0,6,0.0,1,0,1,126812.63,1
1374,21832,15783526,Charlton,743.0,Germany,Female,35.0,1,123948.85,1,0,1,134901.57,0
1375,37783,15777784,Uspenskaya,712.0,Germany,Female,33.0,3,127120.82,2,0,0,63736.36,0
1376,2876,15651674,Kao,652.0,France,Male,37.0,5,0.0,2,1,0,43921.36,0
1377,7450,15790717,Ch'en,674.0,Germany,Male,59.0,9,125785.23,1,0,0,172450.04,1
1378,20371,15589948,Chiganu,558.0,France,Female,33.0,8,143835.52,1,1,1,173980.59,0
1379,77797,15639882,Kramer,719.0,Germany,Male,38.0,2,129401.87,1,0,1,87684.93,0
1380,38803,15782531,Ch'iu,498.0,France,Female,37.0,8,0.0,2,1,0,72851.27,0
1381,24409,15568819,Wright,654.0,Germany,Female,37.0,5,143595.87,1,0,0,101314.65,1
1382,34275,15675231,Nwankwo,518.0,Spain,Female,20.0,8,0.0,2,1,1,36193.07,0
1383,161985,15731519,Onochie,850.0,Germany,Female,39.0,6,95710.22,2,0,0,143323.34,0
1384,32555,15778025,Cremonesi,652.0,Spain,Female,35.0,1,0.0,2,1,1,152012.36,0
1385,118067,15590094,Smith,592.0,France,Female,29.0,10,0.0,2,1,0,147090.9,0
1386,97290,15592028,Roberts,549.0,France,Female,46.0,4,0.0,2,1,1,109057.56,0
1387,32825,15747677,Trevisani,713.0,France,Male,38.0,2,0.0,2,0,0,146041.45,0
1388,142834,15800524,Ugorji,631.0,Germany,Male,40.0,3,185379.02,2,1,0,64679.07,0
1389,87999,15678727,Onyemauchechukwu,570.0,France,Male,46.0,1,0.0,2,1,1,141734.43,0
1390,45285,15662578,Chang,731.0,Germany,Male,37.0,0,128932.4,1,1,1,180712.28,1
1391,131384,15662662,She,678.0,France,Male,31.0,2,0.0,1,0,0,148811.32,0
1392,32901,15793857,Ch'ang,619.0,Germany,Male,29.0,7,127570.93,2,1,1,199203.04,0
1393,30511,15756538,Mazzanti,696.0,France,Male,39.0,8,0.0,2,1,0,63795.62,0
1394,154358,15639117,Ndubuagha,638.0,France,Female,38.0,0,112367.97,1,1,1,72496.09,1
1395,161935,15641688,Collier,644.0,Spain,Male,18.0,7,0.0,1,1,0,64443.75,0
1396,29933,15604818,King,727.0,France,Female,35.0,2,0.0,2,1,0,121311.12,0
1397,69228,15616088,Pisano,627.0,France,Female,58.0,7,0.0,2,1,1,171922.72,0
1398,60052,15697460,Ngozichukwuka,569.0,Germany,Male,44.0,1,123599.21,1,1,1,142754.99,1
1399,55243,15572361,Ch'in,579.0,Germany,Female,51.0,4,138881.04,1,0,0,136909.87,1
1400,69975,15684512,Ts'ui,569.0,Spain,Female,35.0,8,114779.35,1,0,0,73922.95,0
1401,38296,15767432,Hsia,505.0,France,Male,31.0,4,130786.92,1,0,1,89013.67,0
1402,30607,15616630,Tobenna,681.0,Germany,Female,41.0,9,77647.6,2,0,1,190429.52,0
1403,100113,15569892,Johnstone,516.0,France,Female,35.0,5,57369.61,1,1,1,101699.77,0
1404,30709,15771210,Chidubem,671.0,Spain,Male,32.0,4,125437.71,1,0,1,116779.43,0
1405,100415,15637169,Maclean,710.0,Spain,Female,30.0,0,116474.28,2,1,1,77830.36,0
1406,97035,15726250,Yefimova,614.0,Germany,Female,58.0,1,113736.27,1,1,0,131283.6,1
1407,21264,15739576,Manna,482.0,France,Female,37.0,9,0.0,2,0,1,173576.21,0
1408,22013,15756472,Ritchie,646.0,Germany,Female,41.0,7,139432.37,2,1,1,45978.39,0
1409,100958,15691734,Ch'iu,756.0,Spain,Female,42.0,9,160982.05,2,1,1,94498.75,0
1410,162978,15698932,Kao,613.0,France,Male,36.0,8,0.0,2,1,0,61315.76,0
1411,68763,15742285,McIntyre,627.0,France,Female,36.0,0,0.0,1,1,1,92915.84,1
1412,94738,15617331,Hsiao,658.0,France,Female,31.0,2,134446.07,2,1,0,113796.15,0
1413,128631,15586425,Lo Duca,817.0,France,Male,35.0,5,108664.85,1,1,0,176925.69,1
1414,5823,15710671,Teng,655.0,Spain,Male,67.0,9,0.0,2,0,1,84908.2,0
1415,130072,15726796,Uchechukwu,850.0,Germany,Male,44.0,0,89087.89,1,1,1,119333.95,0
1416,149162,15633648,K?,684.0,France,Female,39.0,7,127253.8,2,0,0,140884.28,0
1417,138304,15767794,Browne,513.0,France,Male,31.0,9,120718.28,1,1,1,92898.17,0
1418,26155,15700854,Okwudilichukwu,638.0,Germany,Male,41.0,6,111213.64,1,1,1,92916.53,0
1419,117162,15582941,Mault,553.0,Germany,Male,48.0,9,149961.71,1,1,1,90928.73,0
1420,152588,15630725,Johnson,691.0,France,Female,51.0,6,0.0,2,1,1,173365.9,0
1421,46275,15662263,Yobachukwu,708.0,Spain,Female,37.0,9,0.0,2,1,0,125962.02,0
1422,116207,15750879,Clogstoun,674.0,Spain,Female,24.0,2,142862.21,1,0,0,156774.75,1
1423,58615,15664734,T'ang,673.0,Germany,Female,25.0,9,108244.82,2,1,0,103573.96,1
1424,141617,15683521,T'ien,694.0,France,Male,40.0,1,0.0,2,1,0,108419.45,0
1425,99668,15582910,Smith,650.0,France,Female,42.0,10,0.0,1,1,1,199242.65,1
1426,41353,15576044,Hs?,607.0,France,Male,40.0,7,0.0,1,1,0,93777.71,1
1427,6437,15575498,Dickinson,562.0,Germany,Female,31.0,9,92618.62,1,1,1,101139.3,0
1428,162952,15662067,Smith,717.0,Spain,Male,44.0,4,113978.97,1,0,0,68667.48,1
1429,55852,15693904,Chiang,685.0,Germany,Female,30.0,4,84958.6,1,0,1,194343.72,1
1430,157984,15669946,She,598.0,Germany,Male,41.0,2,121681.82,1,0,0,128643.35,1
1431,73116,15704681,Bishop,514.0,France,Male,29.0,2,0.0,2,0,0,121551.93,0
1432,56019,15651740,Ch'ang,577.0,Germany,Female,35.0,3,126817.65,1,0,1,71154.1,0
1433,369,15620758,T'ien,449.0,Germany,Female,28.0,8,139994.55,2,1,1,132873.56,0
1434,137397,15642099,Nnamdi,696.0,Spain,Male,42.0,5,148846.39,1,1,0,158978.79,0
1435,115999,15597951,Shih,754.0,Spain,Female,40.0,2,0.0,2,1,0,169719.35,0
1436,104795,15756538,Osonduagwuike,576.0,France,Female,38.0,5,0.0,2,1,1,62810.91,0
1437,4219,15585892,Tretiakova,684.0,Germany,Male,34.0,7,149349.58,1,1,1,132673.23,0
1438,136676,15721730,Chijindum,667.0,Germany,Male,39.0,10,131754.11,2,1,0,173498.45,0
1439,41982,15801436,Flemming,678.0,France,Male,41.0,2,0.0,2,0,0,194808.51,0
1440,6267,15766810,Onyemauchechi,715.0,France,Male,29.0,7,139224.92,2,0,1,169498.61,0
1441,29393,15626383,Ponomarev,663.0,Germany,Female,60.0,7,163545.24,1,1,1,99093.54,1
1442,22119,15805025,Oster,636.0,France,Female,45.0,8,139859.23,2,1,1,108402.54,0
1443,18000,15614187,P'eng,554.0,France,Female,41.0,5,83347.25,1,0,1,162960.05,0
1444,90868,15731117,Mackay,575.0,France,Male,40.0,8,0.0,1,0,0,140138.51,1
1445,40724,15679870,Genovesi,695.0,Germany,Male,37.0,3,77919.09,2,1,0,161668.25,0
1446,85054,15598070,T'ien,575.0,France,Male,38.0,2,122570.87,1,1,1,166516.84,0
1447,105304,15771702,Roberts,598.0,France,Female,33.0,5,166118.45,2,1,1,127827.18,0
1448,75530,15704509,Tan,581.0,Spain,Male,56.0,5,122949.14,1,0,0,181224.24,1
1449,19358,15571928,Ts'ui,631.0,Spain,Male,29.0,8,0.0,2,1,0,125877.22,0
1450,83492,15761276,Ibezimako,496.0,Germany,Male,49.0,5,104962.45,1,1,0,53730.53,0
1451,96208,15677052,Ko,678.0,France,Female,59.0,4,0.0,1,1,1,126160.24,0
1452,108962,15686461,Hsia,694.0,France,Male,23.0,5,0.0,1,1,1,98820.09,0
1453,29199,15588560,Martin,627.0,Spain,Male,35.0,2,0.0,2,1,1,183868.01,0
1454,96392,15762799,Onyemere,561.0,France,Female,42.0,2,0.0,2,0,1,181460.46,0
1455,139395,15664681,Smith,707.0,Germany,Male,40.0,4,107594.15,2,1,0,120107.1,0
1456,114924,15769917,Palerma,665.0,Germany,Male,35.0,9,133377.8,1,0,1,64050.19,0
1457,155922,15610379,Lucchesi,679.0,France,Male,35.0,0,0.0,2,1,1,170950.58,0
1458,84175,15693902,Hunt,697.0,France,Female,27.0,2,0.0,2,1,1,91036.74,0
1459,24628,15729040,Ewing,850.0,France,Male,29.0,6,0.0,2,0,0,152996.89,0
1460,79504,15661526,Fomin,687.0,Germany,Male,32.0,5,145241.04,2,1,0,163564.85,0
1461,146687,15665053,Lucchese,595.0,Germany,Male,43.0,2,156815.71,1,1,1,107124.17,0
1462,144329,15665955,Lai,743.0,France,Female,53.0,7,0.0,1,0,0,70927.68,1
1463,103790,15703541,Mao,559.0,France,Female,51.0,5,95139.41,1,1,1,86575.46,1
1464,111272,15606267,Wilson,594.0,Spain,Male,36.0,4,0.0,1,0,0,110468.51,1
1465,93474,15682912,Uwaezuoke,850.0,France,Female,40.0,2,0.0,1,1,1,116977.67,0
1466,136568,15692291,Hs?eh,526.0,Spain,Female,31.0,5,0.0,2,1,1,117832.88,0
1467,136533,15794566,Kirsova,678.0,France,Female,28.0,1,0.0,2,1,1,144423.17,0
1468,8996,15566251,Ferrari,641.0,France,Male,39.0,5,0.0,2,1,1,98686.4,0
1469,159270,15688074,Gadsden,699.0,Germany,Female,37.0,9,121063.33,1,0,1,51670.9,1
1470,99193,15590822,Groom,574.0,France,Female,31.0,9,0.0,2,1,0,78914.0,0
1471,123990,15587978,Kao,633.0,Germany,Female,40.0,5,121404.64,2,1,1,135630.32,0
1472,7304,15651943,Onyemere,604.0,France,Male,31.0,3,0.0,2,1,1,94951.27,0
1473,119836,15639004,Chiemezie,744.0,France,Male,72.0,2,123737.04,2,1,1,141558.04,0
1474,140396,15588419,O'Donnell,583.0,France,Female,34.0,7,118235.7,1,1,0,143357.24,0
1475,154016,15789548,Charlton,603.0,Spain,Female,30.0,9,103000.94,1,1,0,129526.57,0
1476,84015,15784491,Ho,725.0,France,Male,31.0,6,0.0,1,1,0,61326.43,0
1477,143298,15621267,Chukwuhaenye,545.0,France,Female,49.0,8,155973.88,2,0,0,136643.84,1
1478,85023,15569503,Yeh,765.0,France,Male,32.0,6,0.0,2,1,1,159899.97,0
1479,150045,15746981,White,539.0,France,Male,31.0,1,0.0,2,1,0,69578.37,0
1480,96043,15615473,Sabbatini,591.0,France,Male,31.0,2,0.0,2,0,1,198208.0,0
1481,14313,15654891,Ch'eng,646.0,Germany,Female,44.0,3,131778.66,1,1,1,107876.2,1
1482,107210,15754940,Nwebube,597.0,Spain,Male,43.0,3,0.0,2,0,0,71095.41,0
1483,151760,15583692,Ts'ai,682.0,France,Male,27.0,9,0.0,2,1,0,180829.99,0
